order_id,sku_id,qty,ordered_at
ORD-0072,SKU-012,1,2026-08-06 18:00
ORD-0072,SKU-006,2,2026-08-09 16:00
ORD-0072,SKU-029,2,2026-08-26 14:00
ORD-0072,SKU-004,4,2026-08-02 17:00
ORD-0073,SKU-018,2,2026-08-23 09:00
ORD-0073,SKU-009,12,2026-08-21 18:00
ORD-0073,SKU-024,4,2026-08-09 18:00
ORD-0073,SKU-012,2,2026-08-12 16:00
ORD-0074,SKU-015,1,2026-08-20 07:00
ORD-0075,SKU-027,2,2026-08-10 16:00
ORD-0075,SKU-024,1,2026-08-02 13:00
ORD-0075,SKU-005,1,2026-08-21 19:00
ORD-0076,SKU-017,2,2026-08-02 10:00
ORD-0076,SKU-016,1,2026-08-21 07:00
ORD-0076,SKU-001,1,2026-08-19 17:00
ORD-0076,SKU-010,1,2026-08-12 13:00
ORD-0077,SKU-019,1,2026-08-05 12:00
ORD-0077,SKU-012,2,2026-08-16 11:00
ORD-0077,SKU-005,1,2026-08-26 13:00
ORD-0077,SKU-023,1,2026-08-04 08:00
ORD-0078,SKU-005,8,2026-08-26 14:00
ORD-0078,SKU-013,4,2026-08-01 07:00
ORD-0078,SKU-021,4,2026-08-12 20:00
ORD-0078,SKU-020,8,2026-08-24 21:00
ORD-0078,SKU-008,1,2026-08-01 07:00
ORD-0078,SKU-002,2,2026-08-13 11:00
ORD-0079,SKU-006,1,2026-08-25 09:00
ORD-0079,SKU-001,2,2026-08-22 12:00
ORD-0080,SKU-014,1,2026-08-20 19:00
ORD-0080,SKU-027,2,2026-08-17 15:00
ORD-0081,SKU-010,2,2026-08-24 21:00
ORD-0082,SKU-018,1,2026-08-28 19:00
ORD-0082,SKU-024,8,2026-08-03 20:00
ORD-0082,SKU-006,1,2026-08-04 14:00
ORD-0082,SKU-008,2,2026-08-04 16:00
ORD-0082,SKU-029,4,2026-08-23 14:00
ORD-0082,SKU-023,1,2026-08-21 19:00
ORD-0083,SKU-026,8,2026-08-09 15:00
ORD-0083,SKU-021,8,2026-08-07 08:00
ORD-0083,SKU-029,2,2026-08-06 14:00
ORD-0083,SKU-029,1,2026-08-24 12:00
ORD-0083,SKU-006,4,2026-08-11 12:00
ORD-0083,SKU-029,2,2026-08-20 13:00
ORD-0084,SKU-030,8,2026-08-23 21:00
ORD-0084,SKU-016,4,2026-08-23 06:00
ORD-0084,SKU-028,1,2026-08-24 13:00
ORD-0084,SKU-019,8,2026-08-26 12:00
ORD-0085,SKU-020,2,2026-08-19 11:00
ORD-0085,SKU-005,1,2026-08-04 09:00
ORD-0085,SKU-020,8,2026-08-12 10:00
ORD-0085,SKU-023,1,2026-08-02 10:00
ORD-0086,SKU-021,2,2026-08-23 08:00
ORD-0086,SKU-024,1,2026-08-28 17:00
ORD-0086,SKU-007,4,2026-08-27 08:00
ORD-0086,SKU-029,8,2026-08-23 18:00
ORD-0086,SKU-004,1,2026-08-07 09:00
ORD-0086,SKU-002,1,2026-08-28 08:00
ORD-0087,SKU-021,1,2026-08-04 10:00
ORD-0087,SKU-004,4,2026-08-21 12:00
ORD-0087,SKU-010,1,2026-08-14 14:00
ORD-0087,SKU-001,2,2026-08-10 07:00
ORD-0087,SKU-023,4,2026-08-11 21:00
ORD-0087,SKU-028,1,2026-08-24 06:00
ORD-0088,SKU-001,2,2026-08-25 09:00
ORD-0088,SKU-012,2,2026-08-02 12:00
ORD-0088,SKU-023,8,2026-08-03 15:00
ORD-0088,SKU-006,2,2026-08-17 12:00
ORD-0089,SKU-025,4,2026-08-02 06:00
ORD-0089,SKU-012,2,2026-08-16 11:00
ORD-0089,SKU-016,2,2026-08-27 14:00
ORD-0090,SKU-006,1,2026-08-07 13:00
ORD-0090,SKU-016,1,2026-08-21 08:00
ORD-0090,SKU-016,4,2026-08-23 09:00
ORD-0090,SKU-021,1,2026-08-04 18:00
ORD-0090,SKU-030,2,2026-08-24 08:00
ORD-0091,SKU-029,2,2026-08-12 12:00
ORD-0091,SKU-010,1,2026-08-18 11:00
ORD-0091,SKU-013,12,2026-08-21 13:00
ORD-0091,SKU-015,1,2026-08-20 07:00
ORD-0092,SKU-019,1,2026-08-05 20:00
ORD-0092,SKU-022,2,2026-08-11 11:00
ORD-0092,SKU-015,2,2026-08-25 14:00
ORD-0093,SKU-008,1,2026-08-15 13:00
ORD-0093,SKU-017,1,2026-08-10 10:00
ORD-0093,SKU-024,1,2026-08-08 16:00
ORD-0093,SKU-020,2,2026-08-06 13:00
ORD-0093,SKU-011,12,2026-08-09 09:00
ORD-0094,SKU-022,1,2026-08-13 10:00
ORD-0094,SKU-005,4,2026-08-24 15:00
ORD-0095,SKU-009,1,2026-08-21 09:00
ORD-0095,SKU-009,1,2026-08-13 20:00
ORD-0095,SKU-002,1,2026-08-28 19:00
ORD-0095,SKU-023,1,2026-08-21 15:00
ORD-0096,SKU-001,1,2026-08-20 18:00
ORD-0096,SKU-001,4,2026-08-28 19:00
ORD-0096,SKU-023,2,2026-08-24 19:00
ORD-0096,SKU-028,1,2026-08-24 13:00
ORD-0097,SKU-006,2,2026-08-15 19:00
ORD-0097,SKU-011,1,2026-08-23 09:00
ORD-0097,SKU-029,2,2026-08-26 18:00
ORD-0097,SKU-023,4,2026-08-06 14:00
ORD-0097,SKU-028,2,2026-08-15 06:00
ORD-0097,SKU-020,8,2026-08-17 11:00
ORD-0098,SKU-011,4,2026-08-13 21:00
ORD-0098,SKU-030,12,2026-08-02 14:00
ORD-0098,SKU-018,1,2026-08-23 12:00
ORD-0098,SKU-017,1,2026-08-28 20:00
ORD-0098,SKU-018,1,2026-08-16 06:00
ORD-0098,SKU-021,4,2026-08-12 16:00
ORD-0099,SKU-024,8,2026-08-07 11:00
ORD-0099,SKU-013,2,2026-08-04 17:00
ORD-0099,SKU-021,1,2026-08-09 18:00
ORD-0099,SKU-013,1,2026-08-03 19:00
ORD-0100,SKU-021,4,2026-08-12 14:00
ORD-0100,SKU-004,1,2026-08-24 18:00
ORD-0100,SKU-017,12,2026-08-26 18:00
ORD-0100,SKU-015,1,2026-08-05 08:00
ORD-0101,SKU-007,2,2026-08-18 13:00
ORD-0101,SKU-027,12,2026-08-12 19:00
ORD-0101,SKU-015,12,2026-08-25 10:00
ORD-0101,SKU-025,4,2026-08-12 13:00
ORD-0101,SKU-009,4,2026-08-22 14:00
ORD-0101,SKU-014,4,2026-08-16 06:00
ORD-0102,SKU-026,1,2026-08-08 15:00
ORD-0102,SKU-011,2,2026-08-14 08:00
ORD-0102,SKU-022,8,2026-08-05 15:00
ORD-0102,SKU-028,2,2026-08-03 16:00
ORD-0102,SKU-026,8,2026-08-17 17:00
ORD-0102,SKU-021,2,2026-08-22 06:00
ORD-0103,SKU-003,4,2026-08-09 09:00
ORD-0103,SKU-019,1,2026-08-08 11:00
ORD-0104,SKU-012,4,2026-08-07 18:00
ORD-0104,SKU-026,2,2026-08-20 08:00
ORD-0104,SKU-022,8,2026-08-18 15:00
ORD-0104,SKU-007,2,2026-08-07 08:00
ORD-0105,SKU-027,2,2026-08-04 09:00
ORD-0105,SKU-009,2,2026-08-27 10:00
ORD-0105,SKU-016,2,2026-08-02 21:00
ORD-0105,SKU-015,8,2026-08-23 21:00
ORD-0105,SKU-008,2,2026-08-18 06:00
ORD-0105,SKU-006,4,2026-08-15 21:00
ORD-0106,SKU-010,4,2026-08-12 19:00
ORD-0106,SKU-014,12,2026-08-22 08:00
ORD-0106,SKU-006,2,2026-08-21 06:00
ORD-0106,SKU-001,2,2026-08-22 16:00
ORD-0106,SKU-026,12,2026-08-17 21:00
ORD-0106,SKU-016,4,2026-08-05 07:00
ORD-0107,SKU-023,2,2026-08-05 16:00
ORD-0107,SKU-004,8,2026-08-12 16:00
ORD-0108,SKU-025,2,2026-08-25 12:00
ORD-0108,SKU-010,2,2026-08-14 14:00
ORD-0108,SKU-018,1,2026-08-10 15:00
ORD-0108,SKU-012,4,2026-08-13 16:00
ORD-0109,SKU-009,8,2026-08-12 12:00
ORD-0109,SKU-021,2,2026-08-04 16:00
ORD-0109,SKU-007,1,2026-08-10 10:00
ORD-0109,SKU-019,12,2026-08-03 07:00
ORD-0109,SKU-013,4,2026-08-13 07:00
ORD-0110,SKU-010,1,2026-08-02 12:00
ORD-0110,SKU-027,8,2026-08-20 07:00
ORD-0110,SKU-026,2,2026-08-18 18:00
ORD-0110,SKU-020,1,2026-08-22 08:00
ORD-0111,SKU-002,4,2026-08-15 11:00
ORD-0111,SKU-004,4,2026-08-28 07:00
ORD-0112,SKU-025,1,2026-08-21 06:00
ORD-0112,SKU-012,8,2026-08-05 15:00
ORD-0112,SKU-018,4,2026-08-28 15:00
ORD-0112,SKU-006,2,2026-08-11 06:00
ORD-0113,SKU-019,2,2026-08-02 21:00
ORD-0113,SKU-019,2,2026-08-27 09:00
ORD-0113,SKU-025,4,2026-08-19 18:00
ORD-0113,SKU-015,1,2026-08-22 18:00
ORD-0114,SKU-019,12,2026-08-22 10:00
ORD-0114,SKU-016,4,2026-08-18 09:00
ORD-0114,SKU-003,2,2026-08-07 10:00
ORD-0114,SKU-021,1,2026-08-01 06:00
ORD-0114,SKU-022,4,2026-08-28 08:00
ORD-0115,SKU-028,1,2026-08-16 06:00
ORD-0115,SKU-009,4,2026-08-08 20:00
ORD-0116,SKU-024,1,2026-08-02 17:00
ORD-0116,SKU-025,4,2026-08-23 10:00
ORD-0116,SKU-024,4,2026-08-10 21:00
ORD-0116,SKU-015,4,2026-08-09 07:00
ORD-0116,SKU-023,1,2026-08-02 06:00
ORD-0116,SKU-029,4,2026-08-27 08:00
ORD-0117,SKU-010,1,2026-08-20 11:00
ORD-0117,SKU-028,4,2026-08-20 07:00
ORD-0117,SKU-011,2,2026-08-19 20:00
ORD-0117,SKU-016,4,2026-08-05 09:00
ORD-0118,SKU-021,1,2026-08-26 19:00
ORD-0118,SKU-016,2,2026-08-26 20:00
ORD-0118,SKU-009,4,2026-08-19 16:00
ORD-0119,SKU-009,1,2026-08-21 16:00
ORD-0119,SKU-028,2,2026-08-01 10:00
ORD-0119,SKU-020,4,2026-08-19 19:00
ORD-0120,SKU-013,2,2026-08-13 13:00
ORD-0120,SKU-026,2,2026-08-23 06:00
ORD-0121,SKU-009,1,2026-08-06 07:00
ORD-0121,SKU-010,4,2026-08-26 10:00
ORD-0121,SKU-009,12,2026-08-26 21:00
ORD-0122,SKU-018,1,2026-08-18 21:00
ORD-0122,SKU-026,2,2026-08-26 13:00
ORD-0122,SKU-010,2,2026-08-22 18:00
ORD-0123,SKU-023,1,2026-08-09 06:00
ORD-0123,SKU-026,2,2026-08-18 08:00
ORD-0123,SKU-018,4,2026-08-25 08:00
ORD-0123,SKU-008,2,2026-08-17 14:00
ORD-0124,SKU-011,2,2026-08-19 12:00
ORD-0124,SKU-007,1,2026-08-03 11:00
ORD-0124,SKU-026,4,2026-08-12 17:00
ORD-0124,SKU-013,4,2026-08-28 10:00
ORD-0124,SKU-008,1,2026-08-16 17:00
ORD-0125,SKU-012,2,2026-08-26 08:00
ORD-0126,SKU-011,2,2026-08-12 14:00
ORD-0126,SKU-017,2,2026-08-04 07:00
ORD-0127,SKU-028,8,2026-08-16 12:00
ORD-0127,SKU-009,8,2026-08-09 19:00
ORD-0128,SKU-015,4,2026-08-27 10:00
ORD-0129,SKU-027,1,2026-08-07 11:00
ORD-0129,SKU-013,1,2026-08-02 07:00
ORD-0129,SKU-018,2,2026-08-23 20:00
ORD-0130,SKU-028,8,2026-08-03 18:00
ORD-0130,SKU-030,1,2026-08-03 14:00
ORD-0130,SKU-011,2,2026-08-21 08:00
ORD-0130,SKU-030,4,2026-08-13 11:00
ORD-0131,SKU-028,1,2026-08-08 13:00
ORD-0131,SKU-006,1,2026-08-09 17:00
ORD-0131,SKU-002,8,2026-08-01 07:00
ORD-0131,SKU-009,4,2026-08-23 21:00
ORD-0132,SKU-004,1,2026-08-25 06:00
ORD-0133,SKU-022,4,2026-08-19 20:00
ORD-0133,SKU-025,4,2026-08-16 16:00
ORD-0134,SKU-009,2,2026-08-12 21:00
ORD-0134,SKU-013,1,2026-08-08 10:00
ORD-0134,SKU-030,4,2026-08-01 20:00
ORD-0135,SKU-030,1,2026-08-02 11:00
ORD-0135,SKU-030,4,2026-08-03 17:00
ORD-0135,SKU-029,4,2026-08-25 20:00
ORD-0135,SKU-004,8,2026-08-13 06:00
ORD-0135,SKU-021,1,2026-08-11 16:00
ORD-0135,SKU-027,1,2026-08-04 17:00
ORD-0136,SKU-011,1,2026-08-02 11:00
ORD-0136,SKU-023,2,2026-08-05 20:00
ORD-0137,SKU-009,2,2026-08-08 10:00
ORD-0137,SKU-001,1,2026-08-27 15:00
ORD-0138,SKU-026,1,2026-08-16 09:00
ORD-0138,SKU-011,2,2026-08-16 09:00
ORD-0138,SKU-005,12,2026-08-02 12:00
ORD-0139,SKU-016,4,2026-08-04 14:00
ORD-0139,SKU-025,1,2026-08-12 19:00
ORD-0139,SKU-009,12,2026-08-08 09:00
ORD-0139,SKU-013,1,2026-08-06 07:00
ORD-0139,SKU-027,4,2026-08-10 10:00
ORD-0140,SKU-001,2,2026-08-17 16:00
ORD-0140,SKU-017,1,2026-08-01 15:00
ORD-0140,SKU-006,2,2026-08-02 19:00
ORD-0140,SKU-007,1,2026-08-06 10:00
ORD-0140,SKU-027,1,2026-08-25 13:00
ORD-0140,SKU-023,1,2026-08-20 08:00
ORD-0141,SKU-029,2,2026-08-16 14:00
ORD-0142,SKU-007,1,2026-08-22 12:00
ORD-0142,SKU-019,1,2026-08-01 08:00
ORD-0143,SKU-024,2,2026-08-27 07:00
ORD-0143,SKU-017,4,2026-08-11 15:00
ORD-0143,SKU-027,2,2026-08-16 08:00
ORD-0143,SKU-001,2,2026-08-25 21:00
ORD-0143,SKU-005,8,2026-08-09 13:00
ORD-0143,SKU-006,2,2026-08-12 07:00
ORD-0144,SKU-023,2,2026-08-20 06:00
ORD-0144,SKU-012,2,2026-08-15 08:00
ORD-0145,SKU-012,4,2026-08-27 16:00
ORD-0146,SKU-028,2,2026-08-25 07:00
ORD-0146,SKU-010,8,2026-08-24 21:00
ORD-0146,SKU-015,2,2026-08-17 10:00
ORD-0146,SKU-001,1,2026-08-03 13:00
ORD-0146,SKU-020,1,2026-08-04 15:00
ORD-0146,SKU-009,2,2026-08-01 06:00
ORD-0147,SKU-030,4,2026-08-07 14:00
ORD-0148,SKU-027,2,2026-08-19 20:00
ORD-0149,SKU-008,4,2026-08-04 17:00
ORD-0149,SKU-028,1,2026-08-06 07:00
ORD-0149,SKU-009,1,2026-08-16 14:00
ORD-0149,SKU-004,1,2026-08-13 10:00
ORD-0149,SKU-018,2,2026-08-28 13:00
